Probability,Conditional Probability,Weight Of Evidence,Order,class,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77
0.027252,0.722054,1.313316,2,7,,,,,,,,,,,,,,,,,,,,8.9e-005,,,,,,,,,,0.0134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.027252,0.722054,1.313316,2,7,,,,,,,,,,,,,,,,,,,,8.9e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0134,,,,,,,,,,,,,,,,,,,,,
0.027252,0.722054,1.313316,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0134,,,,,,,,,,,,,,,,,,8.9e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.027252,0.722054,1.313316,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9e-005,,,,,,,,0.0134,,,,,,,,,,,,,,,,,,,,,
0.236830,0.721933,1.312709,2,7,,,,3.7e-005,,,,,,,,,,,,,,,,,,8.9e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.134093,0.721915,1.312623,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,0.961,
0.289396,0.721843,1.312263,2,7,,,,3.7e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000184,,,,,,,,,,,,,,,,,,,,,,,
0.049031,0.721476,1.310439,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,31.6,,,,,,,,,,,
0.125998,0.478148,1.310272,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.732,,,,,,,,,,,,,,11800,,,
0.072064,0.477702,1.308486,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721,,,,,,,,,,,,,2.2e-005
0.122007,0.477679,1.308391,2,2,,,,,,,,,,,,,-5e-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11800,,,
0.041505,0.720792,1.307035,2,7,,,,,,,,,,,,,,,,,,,,8.9e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000649,,,,,,,,,,,,,,,,,,,,,,,,,,
0.041505,0.720792,1.307035,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9e-005,,,0.000649,,,,,,,,,,,,,,,,,,,,,,,,,,
0.122121,0.477273,1.306764,2,2,,,,,,,0.000513,,,,,,,,,,,,,0.00759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.122121,0.477273,1.306764,2,2,,,,,,,0.000513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.123033,0.477012,1.305717,2,2,,,,,,,,,,,,,-5e-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.207526,0.720507,1.305618,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000649,,,,,,,,,,,39.6,,,,,,,,,,,,,,,
0.126112,0.476930,1.305389,2,2,,,,,,,0.000513,,,0.00773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.126112,0.476930,1.305389,2,2,,,,,,,0.000513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.136602,0.476911,1.305314,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,0.000322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.127594,0.476779,1.304785,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000322,,,,,,,,,,,,,,,,,,,0.732,,,,,,,,,,,,,,,,,
0.192930,0.720307,1.304624,2,7,,,,,,,,,,,,,,,,,,4.3e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,
0.112771,0.476627,1.304174,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.6,,,,,,,,11800,,,
0.122691,0.476528,1.303779,2,2,,,,,,,0.000513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00759,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.094755,0.720104,1.303619,2,7,,2.7e-005,,,,,,,,,,,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.107640,0.431839,1.302331,2,1,,,,,,8.6e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.139909,0.719648,1.301358,2,7,,,,,,,,,,,,,,,,,,,,0.00759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e-007
0.139909,0.719648,1.301358,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e-007
0.071950,0.475867,1.301130,2,2,,,,,,,,,0.000754,,,,,,,3e-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.148803,0.719405,1.300152,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00759,,,,,,,,,,,,,,,,,,,,,,,,,,,5e-007
0.192018,0.719044,1.298364,2,7,,,,,,,,,,,,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,
0.292246,0.718732,1.296824,2,7,,,,3.7e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000347,,,,,,,,,,,,,,,,,,,,,,
0.209692,0.718640,1.296367,2,7,,,,3.7e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,,,,
0.224515,0.718613,1.296234,2,7,,,,3.7e-005,,,,,,,,,,,,,,,,,,,8.6e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.046750,0.718038,1.293394,2,7,,,,,,,,,,,,,,,,,,,,8.9e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.6,,,,,,,,,,,
0.046750,0.718038,1.293394,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9e-005,,,,,,,,,,,,,,,,,,31.6,,,,,,,,,,,
0.302509,0.717997,1.293190,2,7,,,,,5.1e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000184,,,,,,,,,,,,,,,,,,,,,,,
0.301596,0.717775,1.292092,2,7,2.5e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.114367,0.473560,1.291877,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000322,,,,,,,,,,,,,,,,,,,,,,,,,31.6,,,,,,,,,,,
0.130901,0.717500,1.290736,2,7,,,3.1e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.961,
0.120410,0.473118,1.290105,2,2,,,,,,,0.000513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.7e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.105131,0.472821,1.288911,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,0.000325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.129875,0.472614,1.288083,2,2,,,,,,,,,,,,,,,,,2.9e-005,,,,,,,,,,,,,,,,,,,,,,,,,0.000325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.141277,0.472180,1.286341,2,2,,,,,,,0.000513,,,,,,,,,,,,,,,,8.6e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.303307,0.716595,1.286274,2,7,2.5e-005,,,,5.1e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.324401,0.716444,1.285533,2,7,2.5e-005,,,,,,,,0.000153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.134093,0.716200,1.284330,2,7,,,,,,,,,,,,,,,,,,,,,5e-007,,,,,,,,,,,,,,,,,,,,8.2e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.110262,0.471477,1.283521,2,2,,,,,,,,0.000566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0632,,,,,,,,,,,,,,,,
0.236374,0.715815,1.282437,2,7,,,,3.7e-005,,,,,,,,,,,,3e-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.289738,0.715775,1.282239,2,7,,,3.1e-005,3.7e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.202509,0.715552,1.281145,2,7,2.5e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,
0.229304,0.715404,1.280417,2,7,,2.7e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383,,,,,,,
0.071038,0.715270,1.279759,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.997,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,
0.225086,0.715217,1.279502,2,7,,,,3.7e-005,,,,,,,,,,,,,,,,,,,,0.000112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.292930,0.715200,1.279419,2,7,,,,3.7e-005,,,,,,,,,,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.152794,0.715048,1.278670,2,7,,,,,,,,,,,,,,,,3e-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e-007
0.146978,0.470266,1.278661,2,2,,,,,,,0.000513,,,,,,,,,,,,,,,,,,0.000134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.305701,0.714933,1.278108,2,7,,,,,5.1e-005,8.6e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.290536,0.714927,1.278077,2,7,,2.7e-005,,3.7e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.305359,0.714896,1.277924,2,7,,,,,5.1e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000347,,,,,,,,,,,,,,,,,,,,,,
0.125086,0.469405,1.275204,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,0.000298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.304447,0.714095,1.273996,2,7,,,,,5.1e-005,,,,,,,,,,,,,4.3e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.140023,0.713539,1.271274,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.961,,,,0.997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.310376,0.713312,1.270168,2,7,,2.7e-005,,,,8.6e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.073318,0.467977,1.269467,2,2,,,,,,,,,,,,,,,,1.1e-005,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.128734,0.467688,1.268310,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,0.000298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.122007,0.712858,1.267947,2,7,,,,,,,0.000106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,,,,,,,
0.224629,0.712735,1.267347,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000184,,,,,,,,39.6,,,,,,,,,,,,,,,
0.292816,0.712542,1.266402,2,7,2.5e-005,,,3.7e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.136146,0.712411,1.265762,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.7e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e-007
0.304105,0.712340,1.265416,2,7,,,,,5.1e-005,,,,,,,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.028506,0.712251,1.264982,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768,,,,,,,
0.146978,0.712155,1.264513,2,7,2.5e-005,,,,,,,,,,,,,,,,,,1.8e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.160205,0.712114,1.264313,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,,,,
0.133409,0.712112,1.264305,2,7,,,,,,,,,,,,,,,,,,,,,5e-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565000,,,
0.026226,0.712074,1.264121,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0563,,,,,,,,,,,,,,,
0.290422,0.712049,1.263999,2,7,,,,3.7e-005,,,,,,,,,,,0.000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.065108,0.466503,1.263548,2,2,,,,,,,0.000513,,,,,,,,,3e-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.142075,0.466143,1.262100,2,2,,,,,,,0.000513,,,,,,,,,,,,,,,8.9e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.292930,0.711634,1.261976,2,7,,,,3.7e-005,,,,,,,,,,,,,,,,,,,,,,9.4e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.292930,0.711634,1.261976,2,7,,,,3.7e-005,,,,,,,,,,,,,,,,,,,,,,,0.000172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.292930,0.711634,1.261976,2,7,,,,3.7e-005,,,,,,,,,,,,,,,,,,,,,,,,0.000237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.292588,0.711394,1.260808,2,7,,,,3.7e-005,,,,,,,,,,,,,,,,,,,,,,,,,0.000461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.072634,0.465643,1.260092,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,,2.2e-005
0.094071,0.465313,1.258765,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2e-005
0.249601,0.710945,1.258620,2,7,,,,,5.1e-005,,,,,,,,,,,,,,,,,8.9e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.117788,0.465106,1.257932,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000325,,0.000298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.070468,0.465011,1.257552,2,2,,,,,,,,,,,,,,,,1.1e-005,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.144584,0.464809,1.256741,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,0.000325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.186203,0.710309,1.255526,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000649,,,,,,,,,,39.6,,,,,,,,,,,,,,,,
0.060661,0.710280,1.255388,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.974,,,,,,,,,,,,,,,,,,,,,,,,,,0.981,,,,,,,,,,,,,,,,,,,
0.116420,0.464302,1.254701,2,2,2.5e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030,,,,,,,,,,,,,,
0.073432,0.710033,1.254186,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.983,,,,,0.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.120296,0.709960,1.253829,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000298,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,,,,,
0.119270,0.464064,1.253743,2,2,,,,,,,,,,,-2e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.145040,0.709821,1.253158,2,7,,,,,,,0.000106,,,,,,,,,,,,,,5e-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.117902,0.709677,1.252459,2,7,,2.7e-005,,,,,,,,,,,,,,,4e-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.305929,0.709601,1.252087,2,7,,,,,5.1e-005,,,,,,,,,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.135348,0.463491,1.251439,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000325,,,,,,,,,,,,,,,,,,0.732,,,,,,,,,,,,,,,,,
0.071266,0.709421,1.251216,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,
0.118130,0.463327,1.250782,2,2,,,,,,,,,,,-2e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11800,,,
0.093843,0.418830,1.249103,2,1,,,8.1e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2e-005,,,,,,,,,,,,,,,,,,,,,,,,,
0.247777,0.708972,1.249039,2,7,,,3.1e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.334094,0.708757,1.247994,2,7,2.5e-005,,,,,,,0.000124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.115279,0.462277,1.246557,2,2,,,,,,,,,,,,,,,,,,,0.00011,,,,,,,,,,,,,,,,,,,,,,0.000322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.093843,0.708262,1.245597,2,7,,,,,,,,,,,,,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.122577,0.708169,1.245148,2,7,,,,,,,0.000106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.981,,,,,,,,,,,,,,,,,,,
0.114139,0.461716,1.244299,2,2,,,,,,,,,,,,,,,,,,,0.00011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11800,,,
0.090308,0.707775,1.243243,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.997,,,,,,,,,,,,,,,,,,,,,,,,,,0.0632,,,,,,,,,,,,,,,,
0.063170,0.707535,1.242084,2,7,2.5e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.063170,0.707535,1.242084,2,7,2.5e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000125,,,,,,,,,,,,,,,,,,,,,
0.091220,0.417101,1.241999,2,1,,,8.1e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0632,,,,,,,,,,,,,,,,
0.030331,0.707447,1.241657,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,
0.158495,0.707379,1.241330,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,39.6,,,,,,,,,,,,,,,
0.150057,0.707147,1.240208,2,7,2.5e-005,,,,,,,,,,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.072634,0.706992,1.239462,2,7,,,,,,8.6e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,,,,
0.134778,0.706938,1.239199,2,7,,,,,5.1e-005,,,,,,,,,,,,,,,,5e-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.082212,0.706863,1.238837,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.974,,,0.997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.308324,0.706743,1.238261,2,7,2.5e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.080274,0.416076,1.237779,2,1,,,,0.000154,,,,,,,,,,,,3e-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.306043,0.706316,1.236199,2,7,,,,,5.1e-005,,,,,,,,,,,,,,,,,,,,,9.4e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.306043,0.706316,1.236199,2,7,,,,,5.1e-005,,,,,,,,,,,,,,,,,,,,,,0.000172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.306043,0.706316,1.236199,2,7,,,,,5.1e-005,,,,,,,,,,,,,,,,,,,,,,,0.000237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.238084,0.706121,1.235260,2,7,,,,,5.1e-005,,,,,,,,,,,,,,,,,,,0.000112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.305701,0.706084,1.235080,2,7,,,,,5.1e-005,,,,,,,,,,,,,,,,,,,,,,,,0.000461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.118358,0.459292,1.234543,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,,,,,,,,,,,0.000298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.302395,0.705882,1.234110,2,7,,,,,5.1e-005,,,,,,,,,,0.000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.171266,0.705827,1.233844,2,7,,,,,5.1e-005,,,,,,,,,,,,,,,,0.000262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.237400,0.705524,1.232383,2,7,,,,,5.1e-005,,,,,,,,,,,,,,,,,,8.6e-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.121665,0.458727,1.232269,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000325,,,,,,,,,,,,,,,,,,,,,,,,31.6,,,,,,,,,,,
